Timestamp,Is holiday,Real temperature,Feels like temperature,Humidity,Speed of wind,PM25 pollution,Atmospheric CO2,Weather type,No. of shared scooter rides
2016-05-21 22:00:00,0,16.0°C,,77.00%,12.0 km/h,8.51 μg/m3,405.36ppm,Scattered clouds,730
2016-05-21 23:00:00,0,16.0°C,16.0°C,74.50%,14.0 km/h,7.73 μg/m3,408.33ppm,Broken clouds,705
2016-05-22 0:00:00,0,15.0°C,,77.00%,18.0 km/h,9.18 μg/m3,401.72ppm,Scattered clouds,616
2016-05-22 1:00:00,0,14.0°C,14.0°C,82.00%,16.0 km/h,6.0 μg/m3,404.73ppm,Broken clouds,560
2016-05-22 2:00:00,0,14.0°C,14.0°C,79.50%,12.0 km/h,6.67 μg/m3,404.84ppm,Broken clouds,311
2016-05-22 3:00:00,0,13.5°C,13.5°C,77.00%,6.5 km/h,8.05 μg/m3,404.99ppm,Rain,253
2016-05-22 4:00:00,0,13.0°C,13.0°C,77.00%,2.0 km/h,8.9 μg/m3,406.62ppm,Scattered clouds,141
2016-05-22 5:00:00,0,13.0°C,13.0°C,77.00%,6.5 km/h,10.86 μg/m3,403.63ppm,Clear,140
2016-05-22 6:00:00,0,13.0°C,13.0°C,77.00%,12.0 km/h,6.66 μg/m3,406.33ppm,Clear,142
2016-05-22 7:00:00,0,13.0°C,13.0°C,74.50%,11.0 km/h,7.9 μg/m3,404.45ppm,Clear,241
2016-05-22 8:00:00,0,14.5°C,14.5°C,65.00%,6.5 km/h,8.38 μg/m3,405.24ppm,Clear,457
2016-05-22 9:00:00,0,15.5°C,15.5°C,61.00%,9.0 km/h,6.28 μg/m3,402.18ppm,Clear,1007
2016-05-22 10:00:00,0,16.5°C,16.5°C,57.50%,10.0 km/h,6.88 μg/m3,407.13ppm,Clear,1701
2016-05-22 11:00:00,0,17.0°C,17.0°C,52.00%,10.0 km/h,5.31 μg/m3,405.31ppm,Scattered clouds,2257
2016-05-22 12:00:00,0,18.0°C,18.0°C,47.50%,9.0 km/h,8.83 μg/m3,406.17ppm,Scattered clouds,2740
2016-05-22 13:00:00,0,,19.0°C,43.00%,8.0 km/h,6.79 μg/m3,407.24ppm,Scattered clouds,3153
2016-05-22 14:00:00,0,18.5°C,18.5°C,44.50%,9.0 km/h,9.84 μg/m3,404.42ppm,Clear,3114
2016-05-22 15:00:00,0,18.0°C,18.0°C,49.00%,10.0 km/h,8.63 μg/m3,404.49ppm,Scattered clouds,3010
2016-05-22 16:00:00,0,,18.0°C,49.00%,10.0 km/h,7.71 μg/m3,401.42ppm,Scattered clouds,2863
2016-05-22 17:00:00,0,17.0°C,17.0°C,57.50%,12.0 km/h,6.87 μg/m3,405.34ppm,Rain,2130
2016-05-22 18:00:00,0,14.0°C,14.0°C,79.50%,13.0 km/h,8.58 μg/m3,407.74ppm,Rain,1649
2016-05-22 19:00:00,0,14.0°C,14.0°C,77.00%,10.0 km/h,7.62 μg/m3,404.88ppm,Rain,1371
2016-05-22 20:00:00,0,14.0°C,14.0°C,74.50%,7.5 km/h,8.81 μg/m3,403.34ppm,Scattered clouds,1199
2016-05-22 21:00:00,0,14.0°C,14.0°C,79.50%,3.0 km/h,9.73 μg/m3,406.77ppm,Rain,672
2016-05-22 22:00:00,0,13.5°C,13.5°C,85.00%,6.0 km/h,6.86 μg/m3,402.13ppm,Rain,515
2016-05-22 23:00:00,0,14.0°C,14.0°C,77.00%,9.0 km/h,7.35 μg/m3,403.78ppm,Rain,386
2016-05-23 0:00:00,0,14.0°C,14.0°C,77.00%,13.0 km/h,9.92 μg/m3,403.65ppm,Rain,219
2016-05-23 1:00:00,0,,14.0°C,74.50%,15.0 km/h,10.09 μg/m3,406.78ppm,Rain,111
2016-05-23 2:00:00,0,14.0°C,14.0°C,69.50%,16.0 km/h,6.55 μg/m3,405.45ppm,Broken clouds,72
2016-05-23 3:00:00,0,13.0°C,13.0°C,67.00%,14.0 km/h,6.74 μg/m3,403.82ppm,Scattered clouds,45
2016-05-23 4:00:00,0,12.5°C,12.5°C,,16.0 km/h,6.73 μg/m3,403.98ppm,Broken clouds,70
2016-05-23 5:00:00,0,12.0°C,12.0°C,67.00%,17.0 km/h,8.36 μg/m3,405.34ppm,Clear,152
2016-05-23 6:00:00,0,11.0°C,11.0°C,74.50%,14.0 km/h,5.91 μg/m3,405.4ppm,Clear,742
2016-05-23 7:00:00,0,12.0°C,12.0°C,72.00%,16.0 km/h,8.05 μg/m3,405.3ppm,Clear,2489
2016-05-23 8:00:00,0,13.5°C,,65.00%,18.0 km/h,7.94 μg/m3,403.66ppm,Clear,4640
2016-05-23 9:00:00,0,14.5°C,14.5°C,61.00%,17.0 km/h,7.08 μg/m3,407.15ppm,Clear,2328
2016-05-23 10:00:00,0,16.0°C,16.0°C,55.00%,19.5 km/h,8.13 μg/m3,408.19ppm,Scattered clouds,1137
2016-05-23 11:00:00,0,16.5°C,16.5°C,52.00%,17.0 km/h,8.13 μg/m3,407.83ppm,Broken clouds,1131
2016-05-23 12:00:00,0,17.0°C,17.0°C,49.00%,,7.46 μg/m3,407.44ppm,Scattered clouds,1500
2016-05-23 13:00:00,0,17.5°C,17.5°C,47.50%,18.5 km/h,10.52 μg/m3,409.76ppm,Scattered clouds,1455
2016-05-23 14:00:00,0,18.0°C,18.0°C,46.00%,13.0 km/h,7.39 μg/m3,403.6ppm,Scattered clouds,1425
2016-05-23 15:00:00,0,18.0°C,18.0°C,,14.0 km/h,8.06 μg/m3,403.73ppm,Scattered clouds,1540
2016-05-23 16:00:00,0,18.5°C,18.5°C,41.50%,13.0 km/h,7.1 μg/m3,402.22ppm,Scattered clouds,2103
2016-05-23 17:00:00,0,,,47.50%,12.0 km/h,9.46 μg/m3,404.53ppm,Scattered clouds,4016
2016-05-23 18:00:00,0,18.0°C,18.0°C,50.50%,17.0 km/h,6.3 μg/m3,402.52ppm,Scattered clouds,4001
2016-05-23 19:00:00,0,17.0°C,17.0°C,52.50%,16.0 km/h,8.22 μg/m3,407.65ppm,Scattered clouds,2466
2016-05-23 20:00:00,0,16.5°C,16.5°C,57.50%,14.0 km/h,6.64 μg/m3,405.45ppm,Scattered clouds,1598
2016-05-23 21:00:00,0,15.0°C,15.0°C,70.50%,15.0 km/h,5.43 μg/m3,404.35ppm,Scattered clouds,915
2016-05-23 22:00:00,0,,13.5°C,85.00%,12.0 km/h,7.0 μg/m3,402.83ppm,Broken clouds,575
2016-05-23 23:00:00,0,13.0°C,13.0°C,85.00%,10.0 km/h,7.05 μg/m3,402.45ppm,Broken clouds,337
2016-05-24 0:00:00,0,12.5°C,12.5°C,85.00%,9.0 km/h,8.81 μg/m3,403.96ppm,Broken clouds,190
2016-05-24 1:00:00,0,11.5°C,11.5°C,79.50%,12.0 km/h,6.73 μg/m3,408.25ppm,Broken clouds,114
2016-05-24 2:00:00,0,10.0°C,8.5°C,85.00%,9.0 km/h,4.89 μg/m3,407.3ppm,Broken clouds,69
2016-05-24 3:00:00,0,9.5°C,8.5°C,84.50%,6.5 km/h,5.02 μg/m3,406.53ppm,Clear,66
2016-05-24 4:00:00,0,9.0°C,8.5°C,87.00%,5.0 km/h,8.24 μg/m3,400.66ppm,Clear,60
2016-05-24 5:00:00,0,9.0°C,8.0°C,87.00%,6.0 km/h,8.7 μg/m3,404.81ppm,Clear,156
2016-05-24 6:00:00,0,10.0°C,9.0°C,79.00%,8.0 km/h,8.26 μg/m3,404.51ppm,Clear,876
2016-05-24 7:00:00,0,11.0°C,11.0°C,72.00%,13.0 km/h,7.36 μg/m3,403.61ppm,Clear,2819
2016-05-24 8:00:00,0,12.0°C,,67.00%,15.0 km/h,8.47 μg/m3,405.12ppm,Clear,4935
2016-05-24 9:00:00,0,13.5°C,13.5°C,55.00%,18.0 km/h,5.23 μg/m3,403.2ppm,Scattered clouds,2382
2016-05-24 10:00:00,0,15.0°C,15.0°C,49.50%,19.5 km/h,4.98 μg/m3,403.93ppm,Scattered clouds,1210
2016-05-24 11:00:00,0,15.0°C,15.0°C,51.00%,20.5 km/h,5.81 μg/m3,403.27ppm,Broken clouds,1128
2016-05-24 12:00:00,0,15.0°C,15.0°C,55.00%,16.0 km/h,7.73 μg/m3,403.73ppm,Broken clouds,1476
2016-05-24 13:00:00,0,,16.0°C,50.00%,18.0 km/h,9.17 μg/m3,398.41ppm,Broken clouds,1433
2016-05-24 14:00:00,0,16.0°C,16.0°C,48.00%,20.0 km/h,6.49 μg/m3,405.15ppm,Scattered clouds,1400
2016-05-24 15:00:00,0,16.5°C,16.5°C,47.00%,19.0 km/h,6.66 μg/m3,406.26ppm,Scattered clouds,1521
2016-05-24 16:00:00,0,16.5°C,16.5°C,45.00%,22.0 km/h,8.95 μg/m3,403.4ppm,Scattered clouds,2244
2016-05-24 17:00:00,0,16.0°C,16.0°C,48.00%,24.0 km/h,7.37 μg/m3,407.24ppm,Scattered clouds,3982
2016-05-24 18:00:00,0,15.5°C,15.5°C,48.00%,19.5 km/h,8.27 μg/m3,403.26ppm,Scattered clouds,4088
2016-05-24 19:00:00,0,14.5°C,14.5°C,55.00%,22.0 km/h,8.15 μg/m3,402.56ppm,Scattered clouds,2512
2016-05-24 20:00:00,0,13.0°C,13.0°C,,20.0 km/h,6.13 μg/m3,407.1ppm,Scattered clouds,1489
2016-05-24 21:00:00,0,11.5°C,11.5°C,65.00%,19.5 km/h,10.69 μg/m3,403.95ppm,Clear,1037
2016-05-24 22:00:00,0,11.0°C,11.0°C,62.00%,13.0 km/h,6.67 μg/m3,405.47ppm,Clear,617
2016-05-24 23:00:00,0,11.0°C,11.0°C,67.00%,12.0 km/h,10.85 μg/m3,402.08ppm,Broken clouds,380
2016-05-25 0:00:00,0,11.0°C,11.0°C,62.00%,19.5 km/h,8.82 μg/m3,404.68ppm,Cloudy,176
2016-05-25 1:00:00,0,10.5°C,9.5°C,64.50%,15.0 km/h,8.41 μg/m3,404.36ppm,Cloudy,101
2016-05-25 2:00:00,0,10.0°C,8.0°C,64.50%,13.0 km/h,5.76 μg/m3,404.24ppm,Cloudy,68
2016-05-25 3:00:00,0,10.0°C,8.0°C,67.00%,16.0 km/h,8.51 μg/m3,404.28ppm,Cloudy,45
2016-05-25 4:00:00,0,10.0°C,8.0°C,67.00%,11.0 km/h,7.88 μg/m3,405.37ppm,Cloudy,54
2016-05-25 5:00:00,0,10.0°C,8.0°C,67.00%,15.0 km/h,7.66 μg/m3,405.23ppm,Cloudy,116
2016-05-25 6:00:00,0,10.0°C,8.0°C,71.00%,14.0 km/h,6.05 μg/m3,406.03ppm,Broken clouds,760
2016-05-25 7:00:00,0,10.0°C,8.0°C,73.50%,14.0 km/h,9.31 μg/m3,401.03ppm,Cloudy,2518
2016-05-25 8:00:00,0,10.0°C,8.0°C,76.00%,14.0 km/h,9.38 μg/m3,408.0ppm,Broken clouds,4600
2016-05-25 9:00:00,0,10.0°C,8.0°C,82.00%,13.0 km/h,5.43 μg/m3,404.56ppm,Broken clouds,2189
2016-05-25 10:00:00,0,,11.0°C,77.00%,12.0 km/h,7.1 μg/m3,403.96ppm,Broken clouds,1040
2016-05-25 11:00:00,0,11.0°C,11.0°C,77.00%,12.0 km/h,7.57 μg/m3,405.69ppm,Broken clouds,950
2016-05-25 12:00:00,0,11.5°C,,74.50%,11.0 km/h,8.51 μg/m3,404.64ppm,Broken clouds,1258
2016-05-25 13:00:00,0,12.0°C,12.0°C,72.00%,10.0 km/h,8.21 μg/m3,405.23ppm,Broken clouds,1228
2016-05-25 14:00:00,0,12.0°C,12.0°C,72.00%,11.0 km/h,7.89 μg/m3,404.25ppm,Broken clouds,1196
2016-05-25 15:00:00,0,12.0°C,12.0°C,74.50%,10.0 km/h,8.73 μg/m3,406.14ppm,Broken clouds,1290
2016-05-25 16:00:00,0,12.0°C,12.0°C,74.50%,8.5 km/h,10.8 μg/m3,401.78ppm,Broken clouds,1891
2016-05-25 17:00:00,0,11.5°C,11.5°C,85.00%,10.0 km/h,7.56 μg/m3,405.48ppm,Rain,3530
2016-05-25 18:00:00,0,11.5°C,11.5°C,85.00%,7.5 km/h,9.55 μg/m3,403.98ppm,Broken clouds,3284
2016-05-25 19:00:00,0,,12.0°C,77.00%,7.5 km/h,10.63 μg/m3,401.36ppm,Broken clouds,2079
2016-05-25 20:00:00,0,12.0°C,12.0°C,77.00%,6.5 km/h,10.29 μg/m3,407.21ppm,Broken clouds,1298
2016-05-25 21:00:00,0,12.0°C,12.0°C,77.00%,6.5 km/h,8.99 μg/m3,404.25ppm,Cloudy,879
2016-05-25 22:00:00,0,12.0°C,12.0°C,77.00%,8.0 km/h,8.98 μg/m3,407.03ppm,Cloudy,608
2016-05-25 23:00:00,0,12.0°C,12.0°C,77.00%,6.5 km/h,8.65 μg/m3,406.45ppm,Cloudy,456
2016-05-26 0:00:00,0,11.5°C,11.5°C,79.50%,6.5 km/h,10.54 μg/m3,403.52ppm,Cloudy,258
2016-05-26 1:00:00,0,11.0°C,11.0°C,82.00%,5.0 km/h,7.42 μg/m3,407.33ppm,Cloudy,143
2016-05-26 2:00:00,0,11.0°C,11.0°C,82.00%,5.0 km/h,7.44 μg/m3,404.53ppm,Cloudy,103
2016-05-26 3:00:00,0,11.0°C,11.0°C,82.00%,4.0 km/h,7.01 μg/m3,403.66ppm,Clear,58
2016-05-26 4:00:00,0,10.5°C,10.5°C,85.00%,4.0 km/h,11.66 μg/m3,403.02ppm,Broken clouds,65
2016-05-26 5:00:00,0,,10.0°C,88.00%,4.0 km/h,10.3 μg/m3,403.4ppm,Cloudy,136
2016-05-26 6:00:00,0,10.5°C,10.5°C,85.00%,4.0 km/h,7.09 μg/m3,405.74ppm,Broken clouds,767
2016-05-26 7:00:00,0,12.0°C,12.0°C,77.00%,5.0 km/h,6.19 μg/m3,403.53ppm,Scattered clouds,2623
2016-05-26 8:00:00,0,13.0°C,13.0°C,72.00%,6.0 km/h,7.7 μg/m3,405.86ppm,Scattered clouds,4704
2016-05-26 9:00:00,0,14.5°C,14.5°C,63.00%,6.5 km/h,8.11 μg/m3,403.97ppm,Scattered clouds,2475
2016-05-26 10:00:00,0,15.0°C,15.0°C,57.00%,7.0 km/h,8.38 μg/m3,406.9ppm,Scattered clouds,1288
2016-05-26 11:00:00,0,16.5°C,16.5°C,50.50%,6.0 km/h,5.69 μg/m3,404.23ppm,Scattered clouds,1171
2016-05-26 12:00:00,0,17.0°C,,52.00%,8.5 km/h,6.89 μg/m3,404.63ppm,Scattered clouds,1583
2016-05-26 13:00:00,0,18.0°C,18.0°C,,6.0 km/h,9.82 μg/m3,404.72ppm,Scattered clouds,1667
2016-05-26 14:00:00,0,19.0°C,19.0°C,47.50%,8.0 km/h,8.92 μg/m3,405.37ppm,Clear,1572
2016-05-26 15:00:00,0,19.0°C,19.0°C,49.00%,9.0 km/h,6.95 μg/m3,405.07ppm,Scattered clouds,1721
2016-05-26 16:00:00,0,19.0°C,19.0°C,50.50%,13.0 km/h,9.45 μg/m3,403.09ppm,Scattered clouds,2390
2016-05-26 17:00:00,0,18.0°C,18.0°C,60.00%,24.0 km/h,9.47 μg/m3,408.81ppm,Clear,3994
2016-05-26 18:00:00,0,17.0°C,17.0°C,64.00%,20.0 km/h,11.34 μg/m3,406.31ppm,Clear,3865
2016-05-26 19:00:00,0,16.0°C,16.0°C,68.00%,18.5 km/h,7.68 μg/m3,406.85ppm,Clear,2347
2016-05-26 20:00:00,0,15.0°C,15.0°C,68.00%,19.0 km/h,6.99 μg/m3,407.35ppm,Clear,1598
2016-05-26 21:00:00,0,13.5°C,13.5°C,77.00%,16.0 km/h,7.78 μg/m3,404.57ppm,Clear,1135
2016-05-26 22:00:00,0,,13.5°C,79.50%,,9.39 μg/m3,406.65ppm,Clear,855
2016-05-26 23:00:00,0,13.0°C,13.0°C,,16.0 km/h,6.12 μg/m3,407.7ppm,Clear,595
2016-05-27 0:00:00,0,12.5°C,,82.00%,18.0 km/h,8.01 μg/m3,407.85ppm,Clear,349
2016-05-27 1:00:00,0,12.0°C,12.0°C,82.00%,15.0 km/h,8.06 μg/m3,406.87ppm,Clear,157
2016-05-27 2:00:00,0,11.0°C,11.0°C,88.00%,13.0 km/h,9.99 μg/m3,404.56ppm,Clear,121
2016-05-27 3:00:00,0,,11.0°C,88.00%,15.0 km/h,7.19 μg/m3,407.7ppm,Clear,80
2016-05-27 4:00:00,0,11.0°C,11.0°C,88.00%,15.0 km/h,7.78 μg/m3,402.44ppm,Clear,71
2016-05-27 5:00:00,0,11.0°C,11.0°C,85.00%,12.0 km/h,8.78 μg/m3,403.72ppm,Clear,153
2016-05-27 6:00:00,0,12.0°C,12.0°C,72.00%,11.0 km/h,7.08 μg/m3,400.38ppm,Clear,670
2016-05-27 7:00:00,0,12.5°C,12.5°C,69.50%,16.0 km/h,6.81 μg/m3,404.51ppm,Clear,2113
2016-05-27 8:00:00,0,13.0°C,13.0°C,69.50%,14.0 km/h,10.81 μg/m3,404.17ppm,Clear,4057
2016-05-27 9:00:00,0,14.5°C,14.5°C,65.00%,12.0 km/h,8.84 μg/m3,404.06ppm,Clear,2308
2016-05-27 10:00:00,0,15.5°C,15.5°C,63.00%,12.0 km/h,9.82 μg/m3,404.56ppm,Clear,1226
2016-05-27 11:00:00,0,17.0°C,17.0°C,59.00%,16.0 km/h,9.09 μg/m3,402.81ppm,Clear,1199
2016-05-27 12:00:00,0,18.0°C,18.0°C,,18.0 km/h,7.82 μg/m3,406.25ppm,Clear,1675
2016-05-27 13:00:00,0,,19.0°C,52.00%,19.0 km/h,7.09 μg/m3,404.56ppm,Clear,1755
2016-05-27 14:00:00,0,19.5°C,19.5°C,52.50%,15.0 km/h,7.15 μg/m3,404.35ppm,Clear,1786
2016-05-27 15:00:00,0,20.0°C,20.0°C,53.00%,15.0 km/h,6.9 μg/m3,402.32ppm,Clear,2144
2016-05-27 16:00:00,0,20.0°C,20.0°C,58.00%,17.0 km/h,6.91 μg/m3,402.96ppm,Scattered clouds,2726
2016-05-27 17:00:00,0,,19.0°C,68.00%,19.5 km/h,6.83 μg/m3,403.13ppm,Clear,3887
2016-05-27 18:00:00,0,,18.5°C,68.00%,20.0 km/h,9.17 μg/m3,405.95ppm,Clear,3196
2016-05-27 19:00:00,0,17.0°C,17.0°C,,18.0 km/h,6.56 μg/m3,410.52ppm,Clear,2222
2016-05-27 20:00:00,0,15.5°C,15.5°C,79.50%,18.0 km/h,10.09 μg/m3,405.48ppm,Clear,1361
2016-05-27 21:00:00,0,15.0°C,15.0°C,79.50%,17.0 km/h,9.13 μg/m3,406.57ppm,Clear,980
2016-05-27 22:00:00,0,14.0°C,14.0°C,82.00%,16.0 km/h,9.01 μg/m3,406.71ppm,Clear,815
2016-05-27 23:00:00,0,14.0°C,14.0°C,82.00%,13.0 km/h,8.36 μg/m3,401.75ppm,Clear,657
2016-05-28 0:00:00,0,13.0°C,13.0°C,85.00%,11.0 km/h,8.62 μg/m3,407.3ppm,Clear,539
2016-05-28 1:00:00,0,12.5°C,,85.00%,9.0 km/h,7.37 μg/m3,405.5ppm,Clear,388
2016-05-28 2:00:00,0,12.0°C,12.0°C,85.00%,8.0 km/h,6.74 μg/m3,407.14ppm,Clear,307
2016-05-28 3:00:00,0,11.5°C,11.5°C,85.00%,8.0 km/h,7.33 μg/m3,402.95ppm,Scattered clouds,201
2016-05-28 4:00:00,0,11.0°C,,88.00%,8.0 km/h,6.03 μg/m3,405.55ppm,Scattered clouds,171
2016-05-28 5:00:00,0,10.0°C,9.0°C,88.00%,8.0 km/h,8.69 μg/m3,406.39ppm,Scattered clouds,113
2016-05-28 6:00:00,0,11.0°C,11.0°C,88.00%,13.0 km/h,6.5 μg/m3,404.82ppm,Rain,135
2016-05-28 7:00:00,0,11.0°C,11.0°C,94.00%,16.0 km/h,8.98 μg/m3,402.69ppm,Rain,265
2016-05-28 8:00:00,0,11.5°C,11.5°C,91.00%,10.0 km/h,9.02 μg/m3,401.51ppm,Rain,494
2016-05-28 9:00:00,0,12.0°C,12.0°C,88.00%,,8.39 μg/m3,406.41ppm,Broken clouds,920
2016-05-28 10:00:00,0,13.0°C,13.0°C,82.00%,9.0 km/h,7.24 μg/m3,406.15ppm,Scattered clouds,1387
2016-05-28 11:00:00,0,15.0°C,15.0°C,72.00%,12.0 km/h,6.73 μg/m3,403.61ppm,Scattered clouds,1810
2016-05-28 12:00:00,0,16.0°C,16.0°C,70.00%,9.0 km/h,6.91 μg/m3,406.62ppm,Clear,1885
2016-05-28 13:00:00,0,17.5°C,17.5°C,66.00%,8.0 km/h,6.61 μg/m3,403.88ppm,Scattered clouds,2175
2016-05-28 14:00:00,0,19.0°C,19.0°C,60.00%,10.0 km/h,7.98 μg/m3,403.02ppm,Scattered clouds,2485
2016-05-28 15:00:00,0,,19.0°C,60.00%,12.0 km/h,7.84 μg/m3,405.84ppm,Broken clouds,2882
2016-05-28 16:00:00,0,19.0°C,19.0°C,62.00%,14.0 km/h,10.86 μg/m3,401.51ppm,Broken clouds,2965
2016-05-28 17:00:00,0,18.5°C,18.5°C,66.00%,15.0 km/h,10.79 μg/m3,405.4ppm,Scattered clouds,2900
2016-05-28 18:00:00,0,17.5°C,,,18.5 km/h,10.29 μg/m3,401.6ppm,Broken clouds,2682
2016-05-28 19:00:00,0,16.5°C,16.5°C,70.00%,16.0 km/h,7.7 μg/m3,402.65ppm,Clear,2251
2016-05-28 20:00:00,0,15.5°C,15.5°C,72.00%,13.0 km/h,5.88 μg/m3,404.22ppm,Clear,1417
2016-05-28 21:00:00,0,,14.0°C,,12.0 km/h,8.28 μg/m3,406.39ppm,Clear,915
2016-05-28 22:00:00,0,14.5°C,14.5°C,77.00%,,7.63 μg/m3,400.9ppm,Scattered clouds,755
2016-05-28 23:00:00,0,14.0°C,14.0°C,74.50%,13.0 km/h,8.06 μg/m3,406.45ppm,Clear,789
2016-05-29 0:00:00,0,12.5°C,,77.00%,11.0 km/h,8.65 μg/m3,407.36ppm,Clear,633
2016-05-29 1:00:00,0,12.0°C,12.0°C,77.00%,10.0 km/h,9.06 μg/m3,405.48ppm,Clear,514
2016-05-29 2:00:00,0,12.0°C,12.0°C,74.50%,8.0 km/h,5.33 μg/m3,404.64ppm,Clear,322
2016-05-29 3:00:00,0,11.0°C,11.0°C,79.50%,,9.94 μg/m3,404.94ppm,Clear,190
2016-05-29 4:00:00,0,10.5°C,10.0°C,79.50%,7.0 km/h,9.44 μg/m3,402.12ppm,Clear,149
2016-05-29 5:00:00,0,10.0°C,8.5°C,88.00%,10.0 km/h,7.14 μg/m3,404.89ppm,Scattered clouds,132
2016-05-29 6:00:00,0,10.5°C,9.5°C,85.00%,12.0 km/h,9.33 μg/m3,405.61ppm,Scattered clouds,119
2016-05-29 7:00:00,0,11.0°C,11.0°C,82.00%,13.0 km/h,7.62 μg/m3,412.33ppm,Broken clouds,197
2016-05-29 8:00:00,0,11.0°C,11.0°C,88.00%,13.0 km/h,8.05 μg/m3,407.56ppm,Broken clouds,400
2016-05-29 9:00:00,0,12.0°C,12.0°C,82.00%,16.0 km/h,7.78 μg/m3,404.66ppm,Cloudy,759
2016-05-29 10:00:00,0,13.0°C,13.0°C,79.50%,18.0 km/h,6.91 μg/m3,402.99ppm,Cloudy,1301
2016-05-29 11:00:00,0,14.0°C,14.0°C,77.00%,14.0 km/h,6.12 μg/m3,405.67ppm,Cloudy,1720
2016-05-29 12:00:00,0,14.5°C,14.5°C,,18.0 km/h,12.1 μg/m3,404.88ppm,Cloudy,2238
2016-05-29 13:00:00,0,16.5°C,16.5°C,70.00%,19.5 km/h,8.94 μg/m3,405.72ppm,Broken clouds,2517
2016-05-29 14:00:00,0,16.0°C,,72.00%,16.0 km/h,8.21 μg/m3,402.91ppm,Broken clouds,2754
2016-05-29 15:00:00,0,18.0°C,18.0°C,64.00%,17.5 km/h,10.72 μg/m3,401.66ppm,Broken clouds,2799
2016-05-29 16:00:00,0,,18.0°C,68.00%,18.5 km/h,5.48 μg/m3,405.77ppm,Broken clouds,2900
2016-05-29 17:00:00,0,18.5°C,18.5°C,66.00%,20.0 km/h,7.63 μg/m3,404.01ppm,Scattered clouds,2631
2016-05-29 18:00:00,0,18.0°C,18.0°C,66.00%,17.0 km/h,7.08 μg/m3,404.96ppm,Scattered clouds,2456
2016-05-29 19:00:00,0,17.5°C,17.5°C,70.50%,17.5 km/h,7.26 μg/m3,402.82ppm,Scattered clouds,2054
2016-05-29 20:00:00,0,,15.5°C,74.50%,17.0 km/h,8.05 μg/m3,407.18ppm,Scattered clouds,1613
2016-05-29 21:00:00,0,14.5°C,14.5°C,79.50%,14.0 km/h,7.34 μg/m3,402.42ppm,Broken clouds,1060
2016-05-29 22:00:00,0,13.5°C,13.5°C,82.00%,14.0 km/h,5.33 μg/m3,406.67ppm,Broken clouds,693
2016-05-29 23:00:00,0,13.0°C,13.0°C,85.00%,13.0 km/h,6.48 μg/m3,404.86ppm,Broken clouds,609
2016-05-30 0:00:00,1,13.0°C,13.0°C,85.00%,13.0 km/h,6.62 μg/m3,404.51ppm,Broken clouds,536
2016-05-30 1:00:00,1,13.0°C,13.0°C,88.00%,17.0 km/h,7.33 μg/m3,405.32ppm,Broken clouds,297
2016-05-30 2:00:00,1,13.0°C,13.0°C,82.00%,14.0 km/h,6.57 μg/m3,404.56ppm,Broken clouds,235
2016-05-30 3:00:00,1,13.0°C,,82.00%,17.0 km/h,7.73 μg/m3,404.37ppm,Cloudy,155
2016-05-30 4:00:00,1,12.5°C,12.5°C,85.00%,16.0 km/h,7.78 μg/m3,404.92ppm,Cloudy,148
2016-05-30 5:00:00,1,,12.5°C,82.00%,19.5 km/h,4.77 μg/m3,403.99ppm,Cloudy,92
2016-05-30 6:00:00,1,12.0°C,12.0°C,88.00%,16.0 km/h,6.39 μg/m3,405.6ppm,Cloudy,149
2016-05-30 7:00:00,1,,13.0°C,82.00%,19.5 km/h,8.32 μg/m3,407.57ppm,Cloudy,248
2016-05-30 8:00:00,1,13.0°C,13.0°C,82.00%,18.0 km/h,7.83 μg/m3,410.05ppm,Broken clouds,458
2016-05-30 9:00:00,1,13.0°C,13.0°C,82.00%,18.5 km/h,5.36 μg/m3,407.0ppm,Broken clouds,774
2016-05-30 10:00:00,1,13.0°C,13.0°C,82.00%,,9.21 μg/m3,406.35ppm,Cloudy,1056
2016-05-30 11:00:00,1,14.0°C,14.0°C,79.50%,19.0 km/h,8.91 μg/m3,400.84ppm,Broken clouds,1478
2016-05-30 12:00:00,1,15.0°C,15.0°C,77.00%,20.5 km/h,11.49 μg/m3,404.69ppm,Broken clouds,1803
2016-05-30 13:00:00,1,15.0°C,15.0°C,77.00%,22.0 km/h,10.65 μg/m3,403.64ppm,Broken clouds,2031
2016-05-30 14:00:00,1,,15.5°C,74.50%,23.0 km/h,6.72 μg/m3,401.93ppm,Broken clouds,2004
2016-05-30 15:00:00,1,16.0°C,16.0°C,68.00%,22.0 km/h,7.81 μg/m3,407.06ppm,Broken clouds,2224
2016-05-30 16:00:00,1,17.0°C,17.0°C,66.00%,22.0 km/h,8.05 μg/m3,401.68ppm,Broken clouds,2054
2016-05-30 17:00:00,1,17.0°C,,66.00%,24.0 km/h,9.91 μg/m3,403.35ppm,Broken clouds,1889
2016-05-30 18:00:00,1,17.0°C,17.0°C,64.00%,22.0 km/h,7.57 μg/m3,401.5ppm,Broken clouds,1740
2016-05-30 19:00:00,1,17.0°C,17.0°C,59.00%,25.0 km/h,10.02 μg/m3,404.72ppm,Scattered clouds,1442
2016-05-30 20:00:00,1,16.0°C,16.0°C,61.00%,24.0 km/h,8.43 μg/m3,407.27ppm,Clear,1089
2016-05-30 21:00:00,1,16.0°C,16.0°C,61.00%,21.0 km/h,6.8 μg/m3,402.55ppm,Clear,777
